gene_name,gene_type
IKZF5,transcription_factor
INSM2,transcription_factor
KAT7,transcription_factor
KMT2B,transcription_factor
MBD1,transcription_factor
MXD3,transcription_factor
MXD4,transcription_factor
NCOA1,transcription_factor
NCOA3,transcription_factor
NFXL1,transcription_factor
PHF20,transcription_factor
PRDM10,transcription_factor
SKI,transcription_factor
ZBED5,transcription_factor
ZBTB10,transcription_factor
ZBTB21,transcription_factor
ZBTB25,transcription_factor
ZBTB40,transcription_factor
ZBTB8A,transcription_factor
ZFP37,transcription_factor
ZFP91,transcription_factor
ZGPAT,transcription_factor
ZKSCAN8,transcription_factor
ZNF239,transcription_factor
ZNF362,transcription_factor
ZNF366,transcription_factor
ZNF407,transcription_factor
ZNF426,transcription_factor
ZNF48,transcription_factor
ZNF507,transcription_factor
ZNF511,transcription_factor
ZNF512,transcription_factor
ZNF518A,transcription_factor
ZNF577,transcription_factor
ZNF579,transcription_factor
ZNF585B,transcription_factor
ZNF592,transcription_factor
ZNF600,transcription_factor
ZNF629,transcription_factor
ZNF639,transcription_factor
ZNF644,transcription_factor
ZNF652,transcription_factor
ZNF654,transcription_factor
ZNF664,transcription_factor
ZNF697,transcription_factor
ZNF781,transcription_factor
ZNF83,transcription_factor
ZNF843,transcription_factor
ZSCAN21,transcription_factor
ZXDB,transcription_factor
AFF4,transcription_factor
ASCC1,transcription_factor
BAD,transcription_factor
CBFA2T2,transcription_factor
CBFB,transcription_factor
ZNF830,transcription_factor
CNOT6,transcription_factor
NELFB,transcription_factor
DDX20,transcription_factor
ENO1,transcription_factor
FEZF2,transcription_factor
FHL2,transcription_factor
FOXP4,transcription_factor
GTF2H3,transcription_factor
GTF3C2,transcription_factor
GTF3C5,transcription_factor
HCFC2,transcription_factor
HCLS1,transcription_factor
HDAC8,transcription_factor
UBE2K,transcription_factor
HTATIP2,transcription_factor
ID2,transcription_factor
KDM5A,transcription_factor
LARP1,transcription_factor
CERS4,transcription_factor
MAGED4,transcription_factor
MAGEF1,transcription_factor
MYEF2,transcription_factor
NCALD,transcription_factor
NME1,transcription_factor
NMRAL1,transcription_factor
NUCB1,transcription_factor
OTUD4,transcription_factor
PAXIP1,transcription_factor
PDCD11,transcription_factor
PDLIM5,transcription_factor
PHTF1,transcription_factor
PIR,transcription_factor
PLAGL1,transcription_factor
PQBP1,transcription_factor
PURG,transcription_factor
RAB18,transcription_factor
RAN,transcription_factor
RBBP5,transcription_factor
RBFOX2,transcription_factor
RFXANK,transcription_factor
SCAND2P,transcription_factor
SCMH1,transcription_factor
SEMA4A,transcription_factor
SF1,transcription_factor
SMAD2,transcription_factor
SNAPC4,transcription_factor
SNAPC5,transcription_factor
SND1,transcription_factor
SSBP3,transcription_factor
SSX2,transcription_factor
SSX3,transcription_factor
TAF1A,transcription_factor
TAF9,transcription_factor
TBPL1,transcription_factor
TCEAL2,transcription_factor
TFAM,transcription_factor
THAP5,transcription_factor
MED30,transcription_factor
TIMELESS,transcription_factor
TRMT1,transcription_factor
TSC22D4,transcription_factor
TSNAX,transcription_factor
TULP1,transcription_factor
VPS4B,transcription_factor
YEATS4,transcription_factor
ZBTB4,transcription_factor
ZBTB46,transcription_factor
ZHX3,transcription_factor
ZNF131,transcription_factor
ZNF160,transcription_factor
ZNF207,transcription_factor
RNF114,transcription_factor
ZNF326,transcription_factor
ZNF385A,transcription_factor
ZNF503,transcription_factor
ZNF510,transcription_factor
ZNF706,transcription_factor
TFAP2D,transcription_factor
BRCA1,transcription_factor
CREB3L2,transcription_factor
FUBP1,transcription_factor
HAND1,transcription_factor
HLTF,transcription_factor
HOXC6,transcription_factor
ID4,transcription_factor
NR1H2,transcription_factor
NR4A3,transcription_factor
SMARCA1,transcription_factor
SMARCA5,transcription_factor
SOX1,transcription_factor
TAF1,transcription_factor
TLX1,transcription_factor
HIVEP1,transcription_factor
ZNF165,transcription_factor
NF1,transcription_factor
BNC2,transcription_factor
ZBED2,transcription_factor
NKX2-4,transcription_factor
ARID5A,transcription_factor
BCL3,transcription_factor
CHD1,transcription_factor
CHD2,transcription_factor
DBX2,transcription_factor
DMC1,transcription_factor
EP300,transcription_factor
EZH2,transcription_factor
GTF2F1,transcription_factor
HCFC1,transcription_factor
HLX,transcription_factor
HOXC5,transcription_factor
IRX4,transcription_factor
IRX6,transcription_factor
MTA3,transcription_factor
NKX1-1,transcription_factor
NKX1-2,transcription_factor
NKX2-6,transcription_factor
OTP,transcription_factor
PML,transcription_factor
RAD21,transcription_factor
RCOR1,transcription_factor
SIN3A,transcription_factor
SMARCC1,transcription_factor
SMARCC2,transcription_factor
SMC3,transcription_factor
SP100,transcription_factor
TBL1XR1,transcription_factor
WRNIP1,transcription_factor
ZBTB3,transcription_factor
ZNF691,transcription_factor
TRAF4,transcription_factor
CPSF4,transcription_factor
MYCLP1,transcription_factor
TCF15,transcription_factor
TAF6,transcription_factor
GABPB1,transcription_factor
ILF2,transcription_factor
SIRT6,transcription_factor
ING4,transcription_factor
CHURC1,transcription_factor
MXD1,transcription_factor
TAL2,transcription_factor
RFXAP,transcription_factor
GTF2A2,transcription_factor
GTF2A1,transcription_factor
TFDP2,transcription_factor
RB1,transcription_factor
SMAD7,transcription_factor
SMAD6,transcription_factor
DEAF1,transcription_factor
ARNTL2,transcription_factor
TRIM28,transcription_factor
PARP1,transcription_factor
TERF1,transcription_factor
CNOT3,transcription_factor
DBX1,transcription_factor
BRF1,transcription_factor
BDP1,transcription_factor
POLR3A,transcription_factor
EWSR1,transcription_factor
CTNNB1,transcription_factor
FOXN4,transcription_factor
BCLAF1,transcription_factor
CCNT2,transcription_factor
HDAC2,transcription_factor
OVOL3,transcription_factor
ZNF536,transcription_factor
ZBTB5,transcription_factor
ZNF688,transcription_factor
TBX10,transcription_factor
FOXD4L6,transcription_factor
FOXE3,transcription_factor
RLF,transcription_factor
SP6,transcription_factor
ZNF746,transcription_factor
FOXD4L5,transcription_factor
FOXD4L3,transcription_factor
TBPL2,transcription_factor
ZNF687,transcription_factor
ZNF438,transcription_factor
ZNF516,transcription_factor
ZSCAN18,transcription_factor
PRDM13,transcription_factor
FOXD4L1,transcription_factor
SALL1,transcription_factor
ZBTB41,transcription_factor
ZBTB1,transcription_factor
ZSCAN5B,transcription_factor
GTF2A1L,transcription_factor
ZBTB8B,transcription_factor
ZNF575,transcription_factor
ZNF280B,transcription_factor
ZBTB34,transcription_factor
IKZF4,transcription_factor
AEBP2,transcription_factor
ZNF772,transcription_factor
ZSCAN25,transcription_factor
FIZ1,transcription_factor
ZNF215,transcription_factor
SALL3,transcription_factor
ZNF500,transcription_factor
ZFY,transcription_factor
ZBTB24,transcription_factor
ZNF853,transcription_factor
ZSCAN20,transcription_factor
ZNF80,transcription_factor
ZNF20,transcription_factor
ZNF630,transcription_factor
ZNF699,transcription_factor
ZNF470,transcription_factor
ZNF57,transcription_factor
ZXDC,transcription_factor
ZNF648,transcription_factor
ZNF544,transcription_factor
ZNF546,transcription_factor
ZNF517,transcription_factor
ZFP2,transcription_factor
ZNF572,transcription_factor
ZNF66,transcription_factor
ZNF689,transcription_factor
ZNF837,transcription_factor
ZNF710,transcription_factor
ZNF625,transcription_factor
ZNF491,transcription_factor
ZNF709,transcription_factor
ZNF526,transcription_factor
ZNF676,transcription_factor
ZNF556,transcription_factor
ZNF408,transcription_factor
ZNF700,transcription_factor
ZNF286A,transcription_factor
ZNF471,transcription_factor
ZFP30,transcription_factor
ZNF230,transcription_factor
ZNF233,transcription_factor
ZNF275,transcription_factor
ZNF729,transcription_factor
ZSCAN32,transcription_factor
ZNF195,transcription_factor
ZNF814,transcription_factor
ZNF878,transcription_factor
ZNF726,transcription_factor
ZNF208,transcription_factor
ZNF732,transcription_factor
ZNF99,transcription_factor
ZNF253,transcription_factor
ZNF623,transcription_factor
ZNF14,transcription_factor
ZNF705D,transcription_factor
ZNF43,transcription_factor
ZNF92,transcription_factor
ZNF117,transcription_factor
ZNF138,transcription_factor
ZNF91,transcription_factor
ZXDA,transcription_factor
ZNF155,transcription_factor
ZNF234,transcription_factor
ZNF844,transcription_factor
ZNF763,transcription_factor
ZNF569,transcription_factor
ZNF404,transcription_factor
ZNF678,transcription_factor
ZNF829,transcription_factor
ZNF672,transcription_factor
ZNF568,transcription_factor
ZNF841,transcription_factor
ZNF813,transcription_factor
ZNF836,transcription_factor
ZNF705A,transcription_factor
ZNF773,transcription_factor
ZNF551,transcription_factor
ZSCAN2,transcription_factor
ZNF227,transcription_factor
ZNF497,transcription_factor
ZNF493,transcription_factor
ZNF679,transcription_factor
ZNF683,transcription_factor
ZFP62,transcription_factor
ZNF721,transcription_factor
ZNF461,transcription_factor
ZNF397,transcription_factor
ZNF420,transcription_factor
ZNF578,transcription_factor
ZNF775,transcription_factor
ZNF845,transcription_factor
ZNF560,transcription_factor
ZNF606,transcription_factor
ZNF668,transcription_factor
ZKSCAN4,transcription_factor
ZNF514,transcription_factor
ZNF696,transcription_factor
ZNF607,transcription_factor
ZNF599,transcription_factor
ZNF559,transcription_factor
ZNF251,transcription_factor
ZNF583,transcription_factor
ZNF665,transcription_factor
ZNF670,transcription_factor
ZNF358,transcription_factor
ZNF319,transcription_factor
ZNF70,transcription_factor
ZNF226,transcription_factor
ZNF624,transcription_factor
PRDM5,transcription_factor
ZNF112,transcription_factor
ZNF780B,transcription_factor
ZBTB47,transcription_factor
ZBTB39,transcription_factor
ZNF646,transcription_factor
ZNF835,transcription_factor
ZNF107,transcription_factor
ZNF391,transcription_factor
ZSCAN12,transcription_factor
ZFPM1,transcription_factor
PEG3,transcription_factor
ZBTB38,transcription_factor
ZNF367,transcription_factor
ZNF256,transcription_factor
HDAC1,transcription_factor
APEX1,transcription_factor
CTBP1,transcription_factor
BANP,transcription_factor
CRTC2,transcription_factor
NONO,transcription_factor
SFPQ,transcription_factor
ABL1,transcription_factor
HELT,transcription_factor
DIDO1,transcription_factor
HNRNPUL1,transcription_factor
DPF2,transcription_factor
NCOA2,transcription_factor
ILF3,transcription_factor
RHOXF2B,transcription_factor
AHDC1,transcription_factor
HMGXB3,transcription_factor
LCOR,transcription_factor
MLLT10,transcription_factor
SATB2,transcription_factor
GPBP1L1,transcription_factor
ZNF280D,transcription_factor
ZNF142,transcription_factor
ZNF462,transcription_factor
ZNF576,transcription_factor
ATF7-NPFF,transcription_factor
NANOGP8,transcription_factor
MBTPS2,transcription_factor
CIC,transcription_factor
SETBP1,transcription_factor
FOXL3,transcription_factor
SEBOX,transcription_factor
DMRTB1,transcription_factor
RFX6,transcription_factor
TAF1L,transcription_factor
TWIST2,transcription_factor
FREM1,transcription_factor
ARID3B,transcription_factor
RBPJL,transcription_factor
CREBL2,transcription_factor
FOXB2,transcription_factor
FOXD4,transcription_factor
SP140,transcription_factor
CPHXL,transcription_factor
AHCTF1,transcription_factor
DNAJC21,transcription_factor
MYPOP,transcription_factor
PRDM11,transcription_factor
PHF21A,transcription_factor
CCDC169-SOHLH2,transcription_factor
MLXIP,transcription_factor
CREBZF,transcription_factor
TERF2,transcription_factor
SP110,transcription_factor
NFX1,transcription_factor
ASH2L,transcription_factor
METTL14,transcription_factor
VPS72,transcription_factor
CERS6,transcription_factor
CERS3,transcription_factor
CERS5,transcription_factor
CERS2,transcription_factor
PRDM7,transcription_factor
HIF3A,transcription_factor
BNC1,transcription_factor
FANK1,transcription_factor
IL21,transcription_factor
ZNF622,transcription_factor
NPAS4,transcription_factor
ZBED6,transcription_factor
TMEM33,transcription_factor
ACAA1,transcription_factor
ZNF800,transcription_factor
ADNP2,transcription_factor
ZNF414,transcription_factor
ZFP91-CNTF,transcription_factor
ZNF587B,transcription_factor
ZNF451,transcription_factor
ZNF532,transcription_factor
LDB1,transcription_factor
LMO2,transcription_factor
YOD1,transcription_factor
METTL3,transcription_factor
A1CF,transcription_factor
ABCF2,transcription_factor
ACO1,transcription_factor
ADARB1,transcription_factor
AGAP2,transcription_factor
AGGF1,transcription_factor
AGMAT,transcription_factor
AHRR,transcription_factor
AKR1A1,transcription_factor
ANXA1,transcription_factor
ANXA11,transcription_factor
APEX2,transcription_factor
ARFGAP1,transcription_factor
ARG1,transcription_factor
ARG2,transcription_factor
ARID3C,transcription_factor
ASAP3,transcription_factor
ASPSCR1,transcription_factor
ATOH8,transcription_factor
AVEN,transcription_factor
BAX,transcription_factor
BOLL,transcription_factor
BORCS8-MEF2B,transcription_factor
BRF2,transcription_factor
C19orf25,transcription_factor
CANX,transcription_factor
CAT,transcription_factor
CBX7,transcription_factor
CCDC25,transcription_factor
CD59,transcription_factor
CDK2AP1,transcription_factor
CELF4,transcription_factor
CELF5,transcription_factor
CELF6,transcription_factor
CFL2,transcription_factor
CKMT1B,transcription_factor
CLK1,transcription_factor
CNOT4,transcription_factor
CPTP,transcription_factor
CSNK2B,transcription_factor
CSTF2,transcription_factor
CYB5R1,transcription_factor
CYCS,transcription_factor
DAB2,transcription_factor
DAZAP1,transcription_factor
DDX4,transcription_factor
DDX43,transcription_factor
DDX53,transcription_factor
DGCR8,transcription_factor
DHX36,transcription_factor
DIABLO,transcription_factor
DIS3,transcription_factor
DMAP1,transcription_factor
DNMT3A,transcription_factor
DR1,transcription_factor
DTL,transcription_factor
DUS3L,transcription_factor
DUSP22,transcription_factor
DUSP26,transcription_factor
ECSIT,transcription_factor
EDN1,transcription_factor
EEF1D,transcription_factor
EIF5A2,transcription_factor
ESRP1,transcription_factor
ESRP2,transcription_factor
ETFB,transcription_factor
EXO5,transcription_factor
EXOSC3,transcription_factor
EZR,transcription_factor
FAAP24,transcription_factor
FAM127B,transcription_factor
FBXL19,transcription_factor
FEZ1,transcription_factor
FGF19,transcription_factor
FIP1L1,transcription_factor
FOXS1,transcription_factor
GADD45A,transcription_factor
GAR1,transcription_factor
GIT2,transcription_factor
GLYCTK,transcription_factor
GOT1,transcription_factor
GPAM,transcription_factor
GPANK1,transcription_factor
GPD1,transcription_factor
GRHL3,transcription_factor
GRHPR,transcription_factor
GTPBP1,transcription_factor
GTPBP6,transcription_factor
H1FX,transcription_factor
H2AFY,transcription_factor
H2AFZ,transcription_factor
HADHB,transcription_factor
HDAC3,transcription_factor
HES4,transcription_factor
HEYL,transcription_factor
HHAT,transcription_factor
HIRIP3,transcription_factor
HIST1H2BN,transcription_factor
HIST2H2AB,transcription_factor
HIST2H2BE,transcription_factor
HIVEP3,transcription_factor
HKR1,transcription_factor
HLCS,transcription_factor
HMGB1,transcription_factor
HMGB2,transcription_factor
HMGB3,transcription_factor
HMGB4,transcription_factor
HNRNPA0,transcription_factor
HNRNPA1,transcription_factor
HNRNPC,transcription_factor
HNRNPH3,transcription_factor
HNRNPLL,transcription_factor
HP1BP3,transcription_factor
HSPA1L,transcription_factor
HSPA5,transcription_factor
HUNK,transcription_factor
ID1,transcription_factor
IL24,transcription_factor
ING3,transcription_factor
IVD,transcription_factor
JAZF1,transcription_factor
JRK,transcription_factor
JRKL,transcription_factor
KCNIP1,transcription_factor
KDM2A,transcription_factor
KDM4A,transcription_factor
KDM4B,transcription_factor
KDM4C,transcription_factor
KDM4D,transcription_factor
KDM4E,transcription_factor
KDM5D,transcription_factor
KDM7A,transcription_factor
KIAA0907,transcription_factor
KIF22,transcription_factor
KLF18,transcription_factor
KLRG1,transcription_factor
LARP4,transcription_factor
LAS1L,transcription_factor
LIN28A,transcription_factor
LRRFIP1,transcription_factor
LSM6,transcription_factor
LUZP1,transcription_factor
LUZP2,transcription_factor
MAGEA8,transcription_factor
MAGOH,transcription_factor
MAP4K2,transcription_factor
MAPK1,transcription_factor
MCTP2,transcription_factor
MDM2,transcription_factor
MELK,transcription_factor
METTL21B,transcription_factor
MEX3C,transcription_factor
MIEF1,transcription_factor
MIOS,transcription_factor
MKX,transcription_factor
MORN1,transcription_factor
MRPL1,transcription_factor
MRPL2,transcription_factor
MRPS25,transcription_factor
MSI1,transcription_factor
MSI2,transcription_factor
MSRA,transcription_factor
MSRB3,transcription_factor
MTHFD1,transcription_factor
MYCL,transcription_factor
MYLK,transcription_factor
NAGS,transcription_factor
NANOS1,transcription_factor
NAP1L1,transcription_factor
NCBP2,transcription_factor
NCOR1,transcription_factor
NCOR2,transcription_factor
NELFA,transcription_factor
NEUROG3,transcription_factor
NMI,transcription_factor
NNT,transcription_factor
NOC2L,transcription_factor
NPDC1,transcription_factor
NUP107,transcription_factor
NUP133,transcription_factor
NXPH3,transcription_factor
ODC1,transcription_factor
P4HB,transcription_factor
PCK2,transcription_factor
PDE6H,transcription_factor
PDS5A,transcription_factor
PGAM2,transcription_factor
PHF12,transcription_factor
PHF2,transcription_factor
PHF8,transcription_factor
PHLDA2,transcription_factor
PICK1,transcription_factor
PIK3C3,transcription_factor
PKM,transcription_factor
PLG,transcription_factor
POLD2,transcription_factor
POLE3,transcription_factor
POLE4,transcription_factor
POLI,transcription_factor
POLR2A,transcription_factor
POLR3G,transcription_factor
PPARGC1A,transcription_factor
PPP1R10,transcription_factor
PPP2R3B,transcription_factor
PPP5C,transcription_factor
PRDX5,transcription_factor
PRKAA1,transcription_factor
PRKAA2,transcription_factor
PRNP,transcription_factor
PROX2,transcription_factor
PSMA6,transcription_factor
PSMC2,transcription_factor
PSMD12,transcription_factor
PTCD1,transcription_factor
PTPMT1,transcription_factor
PUM3,transcription_factor
R3HDM2,transcription_factor
RAB14,transcription_factor
RAB2A,transcription_factor
RAB7A,transcription_factor
RBBP9,transcription_factor
RBM17,transcription_factor
RBM22,transcription_factor
RBM3,transcription_factor
RBM42,transcription_factor
RBM7,transcription_factor
RBM8A,transcription_factor
RBMS1,transcription_factor
RFC2,transcription_factor
RFC3,transcription_factor
RFX8,transcription_factor
RIOK2,transcription_factor
RNASEH2C,transcription_factor
RNF138,transcription_factor
RPL35,transcription_factor
RPL6,transcription_factor
RPP25,transcription_factor
RPS10,transcription_factor
RPS4X,transcription_factor
RPS6KA5,transcription_factor
RUFY3,transcription_factor
RUVBL1,transcription_factor
SCAND1,transcription_factor
SCX,transcription_factor
SF3B1,transcription_factor
SFT2D1,transcription_factor
SIM1,transcription_factor
SIM2,transcription_factor
SLC18A1,transcription_factor
SMAP2,transcription_factor
SMPX,transcription_factor
SMUG1,transcription_factor
SNRNP70,transcription_factor
SNRPB2,transcription_factor
SOCS4,transcription_factor
SOD1,transcription_factor
SPAG7,transcription_factor
SPATS2,transcription_factor
SPR,transcription_factor
SRBD1,transcription_factor
SRP9,transcription_factor
SRRM3,transcription_factor
SSRP1,transcription_factor
STAU2,transcription_factor
STK40,transcription_factor
STUB1,transcription_factor
SUCLG1,transcription_factor
T,transcription_factor
TAF7,transcription_factor
TAGLN2,transcription_factor
TCEAL6,transcription_factor
TCF23,transcription_factor
TCF24,transcription_factor
TFDP3,transcription_factor
TFF3,transcription_factor
THOC2,transcription_factor
TIA1,transcription_factor
TIGD2,transcription_factor
TIGD3,transcription_factor
TIGD4,transcription_factor
TIGD5,transcription_factor
TIGD6,transcription_factor
TIGD7,transcription_factor
TIMM44,transcription_factor
TIMM8A,transcription_factor
TMSB4XP8,transcription_factor
TOB2,transcription_factor
TPI1,transcription_factor
TPPP,transcription_factor
TRIB1,transcription_factor
TRIB2,transcription_factor
TRIB3,transcription_factor
TRIM21,transcription_factor
TRIM69,transcription_factor
TRIP10,transcription_factor
TRMO,transcription_factor
TROVE2,transcription_factor
TSN,transcription_factor
U2AF1,transcription_factor
UBB,transcription_factor
UBE2V1,transcription_factor
UBTF,transcription_factor
UBXN1,transcription_factor
UGP2,transcription_factor
UQCRB,transcription_factor
USP39,transcription_factor
UTP18,transcription_factor
VAMP3,transcription_factor
WDR83,transcription_factor
WISP2,transcription_factor
XG,transcription_factor
XRCC1,transcription_factor
YWHAE,transcription_factor
YWHAZ,transcription_factor
ZC3H7A,transcription_factor
ZCCHC14,transcription_factor
ZCCHC17,transcription_factor
ZDHHC15,transcription_factor
ZDHHC24,transcription_factor
ZDHHC5,transcription_factor
ZHX2,transcription_factor
ZMAT2,transcription_factor
ZMAT4,transcription_factor
ZNF286B,transcription_factor
ZNF355P,transcription_factor
ZNF542P,transcription_factor
ZNF598,transcription_factor
ZNF658B,transcription_factor
ZNF702P,transcription_factor
ZNF705CP,transcription_factor
ZNF717,transcription_factor
ZNF720,transcription_factor
ZNF788,transcription_factor
ZNF806,transcription_factor
ZNF826P,transcription_factor
ZNF827,transcription_factor
ZNF831,transcription_factor
ZRSR2,transcription_factor
ZSWIM1,transcription_factor
