cell_type,gene_name,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
HSC,UGT1A8,178.03104,0.04446728,0.0,0.0,0.9483782115211093,7.522756337922214e-05
HSC,TPSD1,178.00288,0.74736875,0.0,0.0,0.9493280144370043,0.0006394342887233882
HSC,OR2G6,177.86923,0.11834105,0.0,0.0,0.9486156622500831,0.0006394342887233882
HSC,PCSK4,177.85062,0.12840267,0.0,0.0,0.9659020753193712,0.009516286767471602
HSC,TNFRSF4,177.76736,0.17458075,0.0,0.0,0.965759604881987,0.009666741894230045
HSC,PROK2,177.66179,1.4240526,0.0,0.0,0.9565940067436007,0.005303543218235162
HSC,CLEC5A,177.65453,1.3168458,0.0,0.0,0.9493755045827991,0.0016173926126532762
HSC,RASL10A,177.43877,0.4587661,0.0,0.0,0.9494704848743886,0.0022568269013766643
HSC,PPP1R27,177.40414,0.36854875,0.0,0.0,0.9489955834164411,0.00210637177461822
HSC,MAL,177.39876,0.097495355,0.0,0.0,0.9656646245903975,0.010607086436470323
HSC,RNASEK-C17orf49,177.05963,0.0047966824,0.0,0.0,0.9687039939212614,0.013051982246295042
HSC,SCN5A,177.02084,0.050659113,0.0,0.0,0.9487106425416726,0.003009102535168886
HSC,LRRC46,176.76358,0.0005892202,0.0,0.0,0.9489480932706463,0.0038366057323403293
HSC,CETP,176.68272,0.10037853,0.0,0.0,0.9494704848743886,0.0043255848943052734
HSC,NHLRC1,176.42172,0.1380498,0.0,0.0,0.9658545851735765,0.013428120063191154
HSC,OVCA2,176.37305,0.012848582,0.0,0.0,0.9666619176520872,0.013879485443466486
HSC,KCNE5,176.34245,1.0881727,0.0,0.0,0.9508002089566415,0.005942977506958549
HSC,IL2RA,176.20929,0.5208874,0.0,0.0,0.9500878567697203,0.005942977506958549
HSC,LIPT2,175.6695,0.09248848,0.0,0.0,0.9662345063399345,0.015684946964567816
HSC,ZSCAN16,175.22438,0.34287208,0.0,0.0,0.9676592107137769,0.017640863612427594
HSC,CLIC5,174.70541,0.29327074,0.0,0.0,0.9501828370613098,0.010118107274505378
HSC,LBHD1,174.03441,0.19850077,0.0,0.0,0.95108514983141,0.012450161739261265
HSC,MARS2,173.75641,0.018686349,0.0,0.0,0.9671843092558294,0.0214022417813887
HSC,CCRL2,173.71071,0.05116414,0.0,0.0,0.9504202877902835,0.012976754682915821
HSC,CST7,172.64441,1.1614321,0.0,0.0,0.957496319513701,0.01967200782366659
HSC,TREML4,172.49763,1.3643852,0.0,0.0,0.9194092225863133,0.00033852403520649965
HSC,ORM2,172.3807,0.5266892,0.0,0.0,0.9192192620031343,0.0005642067253441661
HSC,LTK,172.16428,0.62022,0.0,0.0,0.919836633898466,0.001504551267584443
HSC,TCN1,172.14902,1.2637526,0.0,0.0,0.9197891437526713,0.001504551267584443
HSC,FOLR3,171.9959,0.2973459,0.0,0.0,0.9195516930236975,0.0018054615211013315
HSC,LPAR5,171.95073,0.4642565,0.0,0.0,0.9197416536068765,0.002031144211238998
HSC,ANKRD22,171.7437,0.41754875,0.0,0.0,0.919646673315287,0.002557737154893553
HSC,CHN2,171.59866,0.048352983,0.0,0.0,0.9513700907061785,0.01933348378846009
HSC,ELL3,171.52228,0.014915152,0.0,0.0,0.9196941634610818,0.0031971714436169413
HSC,OLFM4,171.13531,0.49111244,0.0,0.0,0.9680391318801349,0.028849770555931693
HSC,GOLGA8Q,170.3899,0.071890414,0.0,0.0,0.9206439663769768,0.006845708267509215
HSC,CEACAM8,169.91327,7.054981,0.0,0.0,0.9053521394310681,0.00018806890844805536
HSC,MMP7,169.81294,2.8624303,0.0,0.0,0.9137104050909436,0.0048897916196494395
HSC,RHEBL1,169.73018,0.055452626,0.0,0.0,0.9203590255022083,0.008575942225231325
HSC,MMP8,169.66794,4.057537,0.0,0.0,0.9041173956404046,0.00022568269013766644
HSC,SERPINB12,169.5657,0.28198996,0.0,0.0,0.9032150828703044,3.761378168961107e-05
HSC,SLC17A2,169.5568,2.5006847,0.0,0.0,0.9031675927245096,3.761378168961107e-05
HSC,ZDHHC22,169.5568,0.6398882,0.0,0.0,0.9031675927245096,3.761378168961107e-05
HSC,CD5L,169.55203,3.3767705,0.0,0.0,0.9035000237450729,0.00022568269013766644
HSC,GJA8,169.54788,5.091498,0.0,0.0,0.9031201025787149,3.761378168961107e-05
HSC,BPIFA3,169.54788,1.6771348,0.0,0.0,0.9031201025787149,3.761378168961107e-05
HSC,CLEC6A,169.54788,3.0507855,0.0,0.0,0.9031201025787149,3.761378168961107e-05
HSC,MYH7,169.54335,0.2608648,0.0,0.0,0.9031675927245096,7.522756337922214e-05
HSC,SPDYC,169.54335,1.5970963,0.0,0.0,0.9031675927245096,7.522756337922214e-05
HSC,DAOA,169.54335,0.034638092,0.0,0.0,0.9031675927245096,7.522756337922214e-05
HSC,OR5M8,169.53896,0.054222863,0.0,0.0,0.9030726124329201,3.761378168961107e-05
HSC,UGT2B7,169.53883,0.2832907,0.0,0.0,0.9032150828703044,0.00011284134506883322
HSC,HTR3D,169.53444,0.8101824,0.0,0.0,0.9031201025787149,7.522756337922214e-05
HSC,KRT40,169.53444,0.053447332,0.0,0.0,0.9031201025787149,7.522756337922214e-05
HSC,TMCO5A,169.5299,1.3320554,0.0,0.0,0.9031675927245096,0.00011284134506883322
HSC,DCD,169.5299,0.13685076,0.0,0.0,0.9031675927245096,0.00011284134506883322
HSC,GRP,169.52553,0.10024301,0.0,0.0,0.9030726124329201,7.522756337922214e-05
HSC,CST9,169.52553,0.1505378,0.0,0.0,0.9030726124329201,7.522756337922214e-05
HSC,CSN3,169.52553,0.17364687,0.0,0.0,0.9030726124329201,7.522756337922214e-05
HSC,SSX3,169.52553,0.09933269,0.0,0.0,0.9030726124329201,7.522756337922214e-05
HSC,APOA5,169.52551,0.0045286417,0.0,0.0,0.9030726124329201,7.522756337922214e-05
HSC,RD3,169.52539,0.4704419,0.0,0.0,0.9032150828703044,0.00015045512675844429
HSC,TARM1,169.521,1.2884066,0.0,0.0,0.9031201025787149,0.00011284134506883322
HSC,GCM1,169.521,1.4189596,0.0,0.0,0.9031201025787149,0.00011284134506883322
HSC,OR6K3,169.521,1.2631178,0.0,0.0,0.9031201025787149,0.00011284134506883322
HSC,KRT35,169.521,0.06858769,0.0,0.0,0.9031201025787149,0.00011284134506883322
HSC,SCGB2A2,169.521,0.016649747,0.0,0.0,0.9031201025787149,0.00011284134506883322
HSC,OR10A3,169.521,0.010461136,0.0,0.0,0.9031201025787149,0.00011284134506883322
HSC,NYX,169.52087,1.4241334,0.0,0.0,0.9032625730160991,0.00018806890844805536
HSC,PDILT,169.51648,0.14091538,0.0,0.0,0.9031675927245096,0.00015045512675844429
HSC,CASP14,169.51648,0.0880283,0.0,0.0,0.9031675927245096,0.00015045512675844429
HSC,ZIC2,169.51648,0.12653887,0.0,0.0,0.9031675927245096,0.00015045512675844429
HSC,CYLC2,169.51648,0.23299159,0.0,0.0,0.9031675927245096,0.00015045512675844429
HSC,HSD3B1,169.50755,0.030798327,0.0,0.0,0.9031201025787149,0.00015045512675844429
HSC,CLEC3A,169.50755,0.08749703,0.0,0.0,0.9031201025787149,0.00015045512675844429
HSC,ANKRD34B,169.50755,0.16070464,0.0,0.0,0.9031201025787149,0.00015045512675844429
HSC,CHRNA4,169.49399,0.18130332,0.0,0.0,0.9032625730160991,0.0002632964718272775
HSC,ABCG4,169.48068,0.11902529,0.0,0.0,0.9031201025787149,0.00022568269013766644
HSC,CHRNA1,169.48041,0.26413584,0.0,0.0,0.9034050434534834,0.0003761378168961107
HSC,SLC13A1,169.47177,0.06825001,0.0,0.0,0.9030726124329201,0.00022568269013766644
HSC,AGAP6,169.4623,0.46025828,0.0,0.0,0.9035950040366624,0.000526592943654555
HSC,PBOV1,169.44913,0.0798381,0.0,0.0,0.9033100631618939,0.0004137515985857218
HSC,ADGRD2,169.44902,0.99257463,0.0,0.0,0.9034525335992781,0.0004889791619649439
HSC,PTH2,169.44476,0.83019614,0.0,0.0,0.9032150828703044,0.0003761378168961107
HSC,LCN15,169.44023,0.07031552,0.0,0.0,0.9032625730160991,0.0004137515985857218
HSC,GP2,169.4357,0.15308832,0.0,0.0,0.9033100631618939,0.0004513653802753329
HSC,VN1R2,169.43117,0.018898848,0.0,0.0,0.9033575533076886,0.0004889791619649439
HSC,CLEC4D,169.42172,1.0545748,0.0,0.0,0.9038799449114309,0.0007898894154818325
HSC,CCL25,169.4179,0.13973169,0.0,0.0,0.9032150828703044,0.0004513653802753329
HSC,SLC22A9,169.41788,0.1010833,0.0,0.0,0.9032150828703044,0.0004513653802753329
HSC,CYP2F1,169.40434,0.7696775,0.0,0.0,0.9033575533076886,0.0005642067253441661
HSC,ONECUT2,169.37305,0.43158272,0.0,0.0,0.9032625730160991,0.0006018205070337771
HSC,OR6C75,169.37305,0.35559872,0.0,0.0,0.9032625730160991,0.0006018205070337771
HSC,CCR2,169.34055,1.3168441,0.0,0.0,0.9045922970983521,0.0013917099225156098
HSC,CEACAM3,169.3236,1.0759091,0.0,0.0,0.9035000237450729,0.0008651169788610547
HSC,CATSPER1,169.31874,0.4073062,0.0,0.0,0.9038324547656361,0.00105318588730911
HSC,APELA,169.30132,0.0072437976,0.0,0.0,0.9033100631618939,0.0008275031971714436
HSC,TMEM212,169.2872,0.27285066,0.0,0.0,0.9040224153488151,0.0012412547957571655
HSC,AIPL1,169.27856,0.43045262,0.0,0.0,0.9036899843282519,0.0010907996689987212
HSC,SLC28A3,169.26085,0.9672487,0.0,0.0,0.9035950040366624,0.0010907996689987212
HSC,GSDMC,169.19373,0.08426815,0.0,0.0,0.9034525335992781,0.0012036410140675543
HSC,CHIT1,169.18468,1.1394657,0.0,0.0,0.9038324547656361,0.0014293237042052208
HSC,GCNT3,169.18387,0.09258492,0.0,0.0,0.9042598660777889,0.0016550063943428872
HSC,AQP6,169.1757,0.0006642593,0.0,0.0,0.9035000237450729,0.0012788685774467764
HSC,ZNF683,169.1312,0.005153674,0.0,0.0,0.9032625730160991,0.0012788685774467764
HSC,C11orf98,169.01915,0.116221644,0.0,0.0,0.9703661490240775,0.03595877529526818
HSC,KCNA7,169.01338,0.073851325,0.0,0.0,0.9044973168067626,0.0022568269013766643
HSC,MYCL,169.00053,0.060813908,0.0,0.0,0.9039274350572256,0.001993530429549387
HSC,BARX2,168.91124,0.07704476,0.0,0.0,0.9037374744740466,0.002143985556307831
HSC,LANCL3,168.90181,0.28025928,0.0,0.0,0.9046872773899416,0.002670578499962386
HSC,SLC9A3,168.86128,0.3662637,0.0,0.0,0.9049722182647101,0.002933874971789664
HSC,TRH,168.84415,0.9497023,0.0,0.0,0.9065868832217315,0.0038366057323403293
HSC,RETN,168.66446,2.1609714,0.0,0.0,0.9076316664292159,0.0048897916196494395
HSC,OLAH,168.63585,0.1868564,0.0,0.0,0.9052096689936838,0.003686150605581885
HSC,XKR4,168.58478,0.017541494,0.0,0.0,0.9040699054946099,0.0032347852253065525
HSC,TNFRSF17,168.4587,0.19152763,0.0,0.0,0.9042598660777889,0.003686150605581885
HSC,CCNA1,168.40897,0.14112322,0.0,0.0,0.9043548463693784,0.0038742195140299405
HSC,GLYATL2,168.37543,0.61945945,0.0,0.0,0.9046872773899416,0.0041751297675468296
HSC,NELL2,168.26305,0.21675509,0.0,0.0,0.9043548463693784,0.004287971112615662
HSC,TNNI2,168.22112,0.11304057,0.0,0.0,0.9046397872441468,0.00455126758444294
HSC,CYP4F3,168.13171,1.2291857,0.0,0.0,0.9050197084105048,0.005002632964718273
HSC,C1orf74,168.05026,0.02069637,0.0,0.0,0.9218312200218455,0.01399232678853532
HSC,MCEMP1,167.99612,0.30213547,0.0,0.0,0.9051621788478891,0.0054539983449936056
HSC,FBN2,167.9535,0.1858585,0.0,0.0,0.9052096689936838,0.00560445347175205
HSC,LY86,167.81752,0.8032118,0.0,0.0,0.9062544522011683,0.0065447980139923265
HSC,KIF17,167.7353,0.4020931,0.0,0.0,0.9048297478273258,0.006018205070337772
HSC,ITGB7,167.72281,0.7154452,0.0,0.0,0.9063969226385525,0.006883322049198826
HSC,HNRNPA1L2,167.59938,0.19014214,0.0,0.0,0.9879375029681341,1.0
HSC,RUBCNL,166.86914,0.19628043,0.0,0.0,0.905922021180605,0.009027307605506657
HSC,ABCG2,166.52602,0.11908333,0.0,0.0,0.9044973168067626,0.009252990295644324
HSC,LILRB4,166.4588,0.35095406,0.0,0.0,0.9056845704516313,0.010042879711126157
HSC,TMEM177,166.30602,0.053081196,0.0,0.0,0.96989124756613,0.04340630406981118
HSC,LCK,166.30354,0.0011286206,0.0,0.0,0.9050671985562996,0.010155721056194989
HSC,TRIM68,166.06384,0.00268321,0.0,0.0,0.9674217599848032,0.042917324907846235
HSC,HCK,165.98032,0.3353872,0.0,0.0,0.9078216270123949,0.012525389302640487
HSC,CD96,165.74959,0.42526242,0.0,0.0,0.9083915087619319,0.013540961408259987
HSC,SULT1A3,165.58372,0.014984674,0.0,0.0,0.9069193142422948,0.013202437373053487
HSC,CLEC7A,165.52252,0.83087313,0.0,0.0,0.9110509569264378,0.015572105619498984
HSC,S100A12,165.49979,0.109357394,0.0,0.0,0.9071092748254738,0.013503347626570376
HSC,NKG7,165.02951,1.0641994,0.0,0.0,0.916084912380681,0.01967200782366659
HSC,TRAIP,164.90483,0.079061866,0.0,0.0,0.9061594719095788,0.01470698864063793
HSC,THTPA,164.87053,0.14442168,0.0,0.0,0.9077266467208054,0.015609719401188596
HSC,CLEC12A,164.81645,0.72302854,0.0,0.0,0.91157334853018,0.01782893252087565
HSC,DSC2,164.78687,0.06804718,0.0,0.0,0.9230659638125089,0.023771910027834197
HSC,DHRS11,164.40282,0.009592861,0.0,0.0,0.9543144797454528,0.04099902204167607
HSC,FGR,164.38264,0.16925882,0.0,0.0,0.9076316664292159,0.016926201760324982
HSC,CCDC24,164.19893,0.031205762,0.0,0.0,0.9054946098684523,0.016361995034980818
HSC,AMBN,164.1448,5.205901,0.0,0.0,0.9551693023697583,1.0
HSC,OR5AN1,164.13588,0.1781369,0.0,0.0,0.9551693023697583,1.0
HSC,GPR139,164.12697,0.16112868,0.0,0.0,0.9551693023697583,1.0
HSC,AURKA,164.12292,0.349065,0.0,0.0,0.9086289594909056,0.01824268411946137
HSC,SPC24,163.30324,0.093039975,0.0,0.0,0.9078691171581896,0.020123373203941926
HSC,INCENP,162.85814,0.04287801,0.0,0.0,0.9237308258536354,0.029714887534792747
HSC,RNASE6,162.76666,0.33243853,0.0,0.0,0.9081065678871634,0.02170315203490559
HSC,GSTM1,162.47533,0.3156926,0.0,0.0,0.9750201833119627,0.05675919656962311
HSC,ALOX5AP,161.149,0.18757153,0.0,0.0,0.9544094600370423,0.0495749642669074
HSC,KLHDC7A,160.8879,0.33805543,0.0,0.0,0.9467635465640879,1.0
HSC,CYBB,160.7453,0.25927466,0.0,0.0,0.9098637032815691,0.028360791393966748
HSC,MAPK11,160.39757,0.01465146,0.0,0.0,0.9079640974497791,0.028511246520725193
HSC,ELMOD1,158.42746,0.32338536,0.0,0.0,0.9411122192145129,1.0
HSC,REG4,158.34192,0.30491865,0.0,0.0,0.9398774754238496,1.0
HSC,SAGE1,158.33159,3.4550533,0.0,0.0,0.9396875148406706,1.0
HSC,CYP2W1,158.28853,0.33550298,0.0,0.0,0.9401624162986181,1.0
HSC,IYD,158.23845,0.3350034,0.0,0.0,0.9403998670275918,1.0
HSC,IRS4,158.2246,0.3251337,0.0,0.0,0.9394500641116968,1.0
HSC,FAM220A,158.22131,0.7208034,0.0,0.0,0.9411597093603077,1.0
HSC,ANKRD62,158.2095,0.35017946,0.0,0.0,0.940922258631334,1.0
HSC,ASCL3,158.19858,0.30590132,0.0,0.0,0.9394500641116968,1.0
HSC,FAM170A,158.19376,0.31361237,0.0,0.0,0.9394025739659021,1.0
HSC,C10orf53,158.18483,0.28207088,0.0,0.0,0.9393550838201074,1.0
HSC,CLEC4M,158.18289,0.27982825,0.0,0.0,0.9395925345490811,1.0
HSC,ZNF662,158.17577,0.035012588,0.0,0.0,0.96989124756613,0.06680207628074927
HSC,OR7E24,158.1752,0.82349706,0.0,0.0,0.9392601035285179,1.0
HSC,OR5I1,158.1752,1.430052,0.0,0.0,0.9392601035285179,1.0
HSC,SLC18A1,158.17111,0.38640115,0.0,0.0,0.9393075936743126,1.0
HSC,SLC6A5,158.1711,0.33252776,0.0,0.0,0.9393075936743126,1.0
HSC,MUC22,158.1711,0.3170453,0.0,0.0,0.9393075936743126,1.0
HSC,C11orf87,158.16927,0.2822037,0.0,0.0,0.9399724557154391,1.0
HSC,DSC1,158.16846,0.7226099,0.0,0.0,0.9394500641116968,1.0
HSC,OR8S1,158.16772,0.2688754,0.0,0.0,0.9394025739659021,1.0
HSC,CELF3,158.167,1.9738679,0.0,0.0,0.9392601035285179,1.0
HSC,SMIM21,158.16628,1.9107357,0.0,0.0,0.9392126133827231,1.0
HSC,OR13H1,158.16628,2.3076272,0.0,0.0,0.9392126133827231,1.0
HSC,MAGEB10,158.16434,0.25223947,0.0,0.0,0.9394975542574916,1.0
HSC,ZPBP2,158.16219,2.6588962,0.0,0.0,0.9392601035285179,1.0
HSC,TEX13A,158.15736,0.9341212,0.0,0.0,0.9392126133827231,1.0
HSC,HRH3,158.15736,1.8420023,0.0,0.0,0.9392126133827231,1.0
HSC,ANP32D,158.15614,0.23494633,0.0,0.0,0.9395450444032863,1.0
HSC,VAX1,158.15399,0.29639262,0.0,0.0,0.9393075936743126,1.0
HSC,ZNRF4,158.15327,0.38645494,0.0,0.0,0.9392601035285179,1.0
HSC,TUNAR,158.15327,0.29484987,0.0,0.0,0.9392601035285179,1.0
HSC,UGT2B15,158.15276,0.22462977,0.0,0.0,0.9396400246948758,1.0
HSC,C10orf71,158.14508,0.25585917,0.0,0.0,0.9393075936743126,1.0
HSC,CABS1,158.14435,1.9225534,0.0,0.0,0.9392126133827231,1.0
HSC,OR4B1,158.14435,1.641114,0.0,0.0,0.9392126133827231,1.0
HSC,HMGB4,158.14435,0.31667426,0.0,0.0,0.9392126133827231,1.0
HSC,OR5J2,158.14435,0.36904138,0.0,0.0,0.9392126133827231,1.0
HSC,OR4S2,158.14435,0.33709398,0.0,0.0,0.9392126133827231,1.0
HSC,FAM205A,158.14435,0.3284192,0.0,0.0,0.9392126133827231,1.0
HSC,NPAP1,158.14099,0.25451878,0.0,0.0,0.9393075936743126,1.0
HSC,ZNF479,158.14026,0.28054044,0.0,0.0,0.9392601035285179,1.0
HSC,ST8SIA3,158.14026,0.37196058,0.0,0.0,0.9392601035285179,1.0
HSC,WFDC8,158.14026,0.2860361,0.0,0.0,0.9392601035285179,1.0
HSC,DYNAP,158.13689,0.23796842,0.0,0.0,0.9393550838201074,1.0
HSC,OR5L2,158.13544,0.38252804,0.0,0.0,0.9392126133827231,1.0
HSC,CNPY1,158.13544,0.29887664,0.0,0.0,0.9392126133827231,1.0
HSC,CD200R1L,158.13544,0.27135628,0.0,0.0,0.9392126133827231,1.0
HSC,GPRC6A,158.13544,0.370171,0.0,0.0,0.9392126133827231,1.0
HSC,DSG4,158.13544,0.26299012,0.0,0.0,0.9392126133827231,1.0
HSC,TMEM225,158.13544,0.37541693,0.0,0.0,0.9392126133827231,1.0
HSC,MAGEA12,158.13544,0.2781279,0.0,0.0,0.9392126133827231,1.0
HSC,PRR30,158.13544,0.25859475,0.0,0.0,0.9392126133827231,1.0
HSC,CRYGB,158.13544,0.3584932,0.0,0.0,0.9392126133827231,1.0
HSC,CHRM1,158.13544,0.25567186,0.0,0.0,0.9392126133827231,1.0
HSC,OR52L1,158.13544,0.3022484,0.0,0.0,0.9392126133827231,1.0
HSC,SLC36A2,158.13278,0.2527787,0.0,0.0,0.9393550838201074,1.0
HSC,GAD2,158.13206,0.24436171,0.0,0.0,0.9393075936743126,1.0
HSC,KNCN,158.13206,0.21520801,0.0,0.0,0.9393075936743126,1.0
HSC,ARHGAP36,158.12726,0.2953217,0.0,0.0,0.9392601035285179,1.0
HSC,CSTL1,158.12724,0.26275164,0.0,0.0,0.9392601035285179,1.0
HSC,LCE1A,158.12244,0.30333182,0.0,0.0,0.9392126133827231,1.0
HSC,F8A2,158.12244,0.34150657,0.0,0.0,0.9392126133827231,1.0
HSC,TMEM174,158.12242,0.26243624,0.0,0.0,0.9392126133827231,1.0
HSC,SCRT2,158.12242,0.22897252,0.0,0.0,0.9392126133827231,1.0
HSC,CCDC185,158.12242,0.30259177,0.0,0.0,0.9392126133827231,1.0
HSC,C16orf82,158.1176,0.18705054,0.0,0.0,0.9391651232369284,1.0
HSC,TEX13B,158.1176,0.34894377,0.0,0.0,0.9391651232369284,1.0
HSC,CHAT,158.1176,0.34288487,0.0,0.0,0.9391651232369284,1.0
HSC,CSAG1,158.1176,0.30657515,0.0,0.0,0.9391651232369284,1.0
HSC,LCE3D,158.1176,0.19163737,0.0,0.0,0.9391651232369284,1.0
HSC,KRT83,158.1176,0.20089927,0.0,0.0,0.9391651232369284,1.0
HSC,PPP3R2,158.11424,0.18405369,0.0,0.0,0.9392601035285179,1.0
HSC,AMER3,158.11351,0.2467516,0.0,0.0,0.9391651232369284,1.0
HSC,IL37,158.10942,0.26239493,0.0,0.0,0.9392126133827231,1.0
HSC,SOWAHB,158.10942,0.20711826,0.0,0.0,0.9392126133827231,1.0
HSC,SFTPB,158.1069,0.19838135,0.0,0.0,0.9398299852780548,1.0
HSC,MMP13,158.10532,0.19316915,0.0,0.0,0.9392126133827231,1.0
HSC,TNP1,158.1046,0.19513412,0.0,0.0,0.9391651232369284,1.0
HSC,CTXN3,158.1046,0.161165,0.0,0.0,0.9391651232369284,1.0
HSC,OR6C2,158.1046,0.18822098,0.0,0.0,0.9391651232369284,1.0
HSC,ALPI,158.1046,0.19620134,0.0,0.0,0.9391651232369284,1.0
HSC,NR2E1,158.1046,0.18023176,0.0,0.0,0.9391651232369284,1.0
HSC,SPAM1,158.1046,0.32571447,0.0,0.0,0.9391651232369284,1.0
HSC,KLK2,158.09729,0.1691042,0.0,0.0,0.9397350049864653,1.0
HSC,PNPLA5,158.0964,0.27665418,0.0,0.0,0.9392126133827231,1.0
HSC,SAG,158.092,0.24343635,0.0,0.0,0.9404473571733866,1.0
HSC,CLDN17,158.09158,0.181173,0.0,0.0,0.9391651232369284,1.0
HSC,APOA2,158.0834,0.17021374,0.0,0.0,0.9392126133827231,1.0
HSC,ASB18,158.07858,0.17052582,0.0,0.0,0.9391651232369284,1.0
HSC,CCL22,157.97736,0.15714663,0.0,0.0,0.9394500641116968,1.0
HSC,SUMO4,157.18764,0.38609183,0.0,0.0,0.955406753098732,1.0
HSC,THOC3,155.70341,0.105034254,0.0,0.0,0.9739279099586836,0.07601745279470398
HSC,IRF8,155.65343,0.06889287,0.0,0.0,0.9089139003656741,0.04216504927405401
HSC,ZSCAN9,155.34843,0.017477335,0.0,0.0,0.927007645913473,0.05318588730911006
HSC,NAA80,154.7222,0.05562738,0.0,0.0,0.9581136914090326,0.07041299932295193
HSC,DUSP2,153.76599,0.03878973,0.0,0.0,0.9569739279099587,0.0723313021891221
HSC,PPOX,153.41676,0.0021576504,0.0,0.0,0.9568314574725745,0.07376062589332731
HSC,PRKAB1,152.43388,0.022445453,0.0,0.0,0.9576387899510852,0.07725870759046115
HSC,C12orf50,152.36615,0.28428167,0.0,0.0,0.9257729021228095,1.0
HSC,RBMXL3,152.30556,0.7463063,0.0,0.0,0.9237308258536354,1.0
HSC,PLSCR5,152.3044,0.39582095,0.0,0.0,0.9236833357078407,1.0
HSC,ODF4,152.2889,0.28210676,0.0,0.0,0.9237783159994302,1.0
HSC,SMOX,151.44283,0.018828245,0.0,0.0,0.9139953459657121,0.05747385842172572
HSC,SLC38A5,150.68422,0.012668803,0.0,0.0,0.9574488293679062,0.08214849921011058
HSC,SLC25A45,150.54305,0.007950344,0.0,0.0,0.9282898798499312,0.06744151056947266
HSC,FYB1,149.34558,0.36280513,0.0,0.0,0.9206914565227715,0.06747912435116227
HSC,RFC4,148.68513,0.08288547,0.0,0.0,0.9738804198128889,0.09632889490709395
HSC,ARRDC1,147.27365,0.011686476,0.0,0.0,0.9756850453530892,0.10099300383660573
HSC,YDJC,143.756,0.04173206,0.0,0.0,0.9772522201643159,0.11227713834348906
HSC,MIF4GD,140.17441,0.07088456,0.0,0.0,0.9771572398727264,0.12318513503347626
HSC,TOMM34,139.61732,0.04690296,0.0,0.0,0.9006506149973881,0.08651169788610547
HSC,C15orf39,139.48062,0.011710818,0.0,0.0,0.9179370280666762,0.09587752952681862
HSC,SLC2A1,139.11763,0.00073916424,0.0,0.0,0.9140903262573016,0.0944105920409238
HSC,WDR54,135.84041,0.021582365,0.0,0.0,0.9754475946241155,0.1358985932445648
HSC,ISG20,134.71849,0.14772923,0.0,0.0,0.9823336657643539,0.1378921236741142
HSC,PATZ1,133.37244,0.02615921,0.0,0.0,0.9053046492852733,0.10859098773790717
HSC,GSTM2,128.46538,0.1735033,0.0,0.0,0.9385002611958019,0.1395847438501467
HSC,STRADB,127.88603,0.01996444,0.0,0.0,0.919836633898466,0.13300233205446477
HSC,S100A8,124.24778,0.052295916,0.0,0.0,0.9228285130835352,0.1392838335966298
HSC,ELANE,122.52662,0.1020598,0.0,0.0,0.9575438096594957,0.1585797036034003
HSC,TRMT1,120.91889,0.043757915,0.0,0.0,0.9663769767773187,0.1814488828706838
HSC,STARD3,120.43643,0.026430845,0.0,0.0,0.9797691978914376,0.18442037162416308
HSC,C2orf68,114.886284,0.07604533,0.0,0.0,0.9273400769340362,0.18065899345520198
HSC,VASP,114.711365,0.027292052,0.0,0.0,0.9680866220259297,0.1997291807718348
HSC,PRPS2,114.661736,0.061265294,0.0,0.0,0.9807190008073324,0.20815466787030767
HSC,NHLRC3,108.368195,0.0051356917,0.0,0.0,0.9806715106615377,0.2285413375460769
HSC,TRAPPC6A,96.05476,0.07757937,0.0,0.0,0.9848031533456808,0.27898141879184535
HSC,COMMD7,89.18378,0.07430971,0.0,0.0,0.936220734197654,0.2834198450312194
HSC,CNPY3,85.53622,0.10005328,0.0,0.0,0.9304744265564895,0.2884977055593169
HSC,PTP4A1,75.62515,0.47892964,0.0,0.0,0.95108514983141,1.0
HSC,SLC9A4,67.90305,0.31021056,0.0,0.0,0.9399249655696443,1.0
HSC,CTCFL,67.80904,0.27863896,0.0,0.0,0.9398299852780548,1.0
HSC,LRMDA,54.867702,0.1689743,0.0,0.0,0.9214038087096927,1.0
HSC,IQGAP2,48.767174,0.34930286,0.0,0.0,0.9532222063921736,1.0
HSC,CD74,47.723347,0.4853474,0.0,0.0,0.9184594196704184,1.0
HSC,PTPRC,46.882286,0.35033357,0.0,0.0,0.9441515885453768,1.0
HSC,NKAIN2,45.694542,0.14834306,0.0,0.0,0.9678966614427507,1.0
HSC,PLCB1,45.043934,0.10085251,0.0,0.0,0.9201215747732345,1.0
HSC,RNF220,44.359653,0.16087824,0.0,0.0,0.9381203400294439,1.0
HSC,ARHGAP15,42.49564,0.21200496,0.0,0.0,0.9729306168969939,1.0
HSC,CDK6,41.98986,0.3988635,0.0,0.0,0.9305219167022842,1.0
HSC,EEF1G,41.931656,0.1408694,0.0,0.0,0.9797691978914376,1.0
HSC,RUNX1,40.78505,0.11720918,0.0,0.0,0.9592059647623118,1.0
HSC,VAV3,38.78559,0.32321164,0.0,0.0,0.9276250178088047,1.0
HSC,LRBA,38.778835,0.13297275,0.0,0.0,0.9746402621456048,1.0
HSC,MSI2,38.42391,0.13634758,0.0,0.0,0.9820012347437906,1.0
HSC,SIK3,38.385887,0.07297218,0.0,0.0,0.9489955834164411,1.0
HSC,CHST11,38.26221,0.18632789,0.0,0.0,0.9467635465640879,1.0
